tipo;chave;status;detalhe
paginacao_itens;00348003000110-1-000893/2026;completude_nao_comprovada;"1 itens armazenados via chamada unica sem paginacao (bug v1); pode estar completo (lista curta) ou truncado. Nao ha evidencia suficiente para afirmar completude sem repetir a consulta com paginacao real."
paginacao_itens;00348003000110-1-001222/2024;completude_nao_comprovada;"2 itens armazenados via chamada unica sem paginacao (bug v1); pode estar completo (lista curta) ou truncado. Nao ha evidencia suficiente para afirmar completude sem repetir a consulta com paginacao real."
paginacao_itens;00348003002245-1-000001/2026;completude_nao_comprovada;"2 itens armazenados via chamada unica sem paginacao (bug v1); pode estar completo (lista curta) ou truncado. Nao ha evidencia suficiente para afirmar completude sem repetir a consulta com paginacao real."
paginacao_itens;00348003002245-1-000456/2025;completude_nao_comprovada;"1 itens armazenados via chamada unica sem paginacao (bug v1); pode estar completo (lista curta) ou truncado. Nao ha evidencia suficiente para afirmar completude sem repetir a consulta com paginacao real."
paginacao_itens;00348003002245-1-000468/2025;completude_nao_comprovada;"8 itens armazenados via chamada unica sem paginacao (bug v1); pode estar completo (lista curta) ou truncado. Nao ha evidencia suficiente para afirmar completude sem repetir a consulta com paginacao real."
paginacao_itens;00348003002245-1-000481/2025;completude_nao_comprovada;"3 itens armazenados via chamada unica sem paginacao (bug v1); pode estar completo (lista curta) ou truncado. Nao ha evidencia suficiente para afirmar completude sem repetir a consulta com paginacao real."
paginacao_itens;00348003002245-1-000489/2025;completude_nao_comprovada_alta_prioridade;"exatamente 10 itens armazenados; tamanho tipico de 1a pagina do endpoint. Bug v1: coletor fez 1 chamada sem parametros pagina/tamanhoPagina e assumiu completude. Requer nova consulta paginada real (pagina=1,2,3,... ate esgotar) para confirmar total."
paginacao_itens;00394452000103-1-000448/2026;completude_nao_comprovada_alta_prioridade;"exatamente 10 itens armazenados; tamanho tipico de 1a pagina do endpoint. Bug v1: coletor fez 1 chamada sem parametros pagina/tamanhoPagina e assumiu completude. Requer nova consulta paginada real (pagina=1,2,3,... ate esgotar) para confirmar total."
paginacao_itens;00394452000103-1-000478/2026;completude_nao_comprovada_alta_prioridade;"exatamente 10 itens armazenados; tamanho tipico de 1a pagina do endpoint. Bug v1: coletor fez 1 chamada sem parametros pagina/tamanhoPagina e assumiu completude. Requer nova consulta paginada real (pagina=1,2,3,... ate esgotar) para confirmar total."
paginacao_itens;00394452000103-1-000480/2026;completude_nao_comprovada;"1 itens armazenados via chamada unica sem paginacao (bug v1); pode estar completo (lista curta) ou truncado. Nao ha evidencia suficiente para afirmar completude sem repetir a consulta com paginacao real."
paginacao_itens;00394452000103-1-002239/2026;completude_nao_comprovada;"1 itens armazenados via chamada unica sem paginacao (bug v1); pode estar completo (lista curta) ou truncado. Nao ha evidencia suficiente para afirmar completude sem repetir a consulta com paginacao real."
paginacao_itens;00394452000103-1-003166/2025;completude_nao_comprovada;"4 itens armazenados via chamada unica sem paginacao (bug v1); pode estar completo (lista curta) ou truncado. Nao ha evidencia suficiente para afirmar completude sem repetir a consulta com paginacao real."
paginacao_itens;00394452000103-1-003519/2025;completude_nao_comprovada;"2 itens armazenados via chamada unica sem paginacao (bug v1); pode estar completo (lista curta) ou truncado. Nao ha evidencia suficiente para afirmar completude sem repetir a consulta com paginacao real."
paginacao_itens;00394452000103-1-003523/2025;completude_nao_comprovada;"2 itens armazenados via chamada unica sem paginacao (bug v1); pode estar completo (lista curta) ou truncado. Nao ha evidencia suficiente para afirmar completude sem repetir a consulta com paginacao real."
paginacao_itens;00394452000103-1-004177/2025;completude_nao_comprovada;"2 itens armazenados via chamada unica sem paginacao (bug v1); pode estar completo (lista curta) ou truncado. Nao ha evidencia suficiente para afirmar completude sem repetir a consulta com paginacao real."
paginacao_itens;00394452000103-1-004943/2026;completude_nao_comprovada;"6 itens armazenados via chamada unica sem paginacao (bug v1); pode estar completo (lista curta) ou truncado. Nao ha evidencia suficiente para afirmar completude sem repetir a consulta com paginacao real."
paginacao_itens;00394452000103-1-005431/2025;completude_nao_comprovada;"3 itens armazenados via chamada unica sem paginacao (bug v1); pode estar completo (lista curta) ou truncado. Nao ha evidencia suficiente para afirmar completude sem repetir a consulta com paginacao real."
paginacao_itens;00394452000103-1-006051/2025;completude_nao_comprovada_alta_prioridade;"exatamente 10 itens armazenados; tamanho tipico de 1a pagina do endpoint. Bug v1: coletor fez 1 chamada sem parametros pagina/tamanhoPagina e assumiu completude. Requer nova consulta paginada real (pagina=1,2,3,... ate esgotar) para confirmar total."
paginacao_itens;00394452000103-1-006317/2026;completude_nao_comprovada_alta_prioridade;"exatamente 10 itens armazenados; tamanho tipico de 1a pagina do endpoint. Bug v1: coletor fez 1 chamada sem parametros pagina/tamanhoPagina e assumiu completude. Requer nova consulta paginada real (pagina=1,2,3,... ate esgotar) para confirmar total."
paginacao_itens;00394452000103-1-006521/2026;completude_nao_comprovada;"3 itens armazenados via chamada unica sem paginacao (bug v1); pode estar completo (lista curta) ou truncado. Nao ha evidencia suficiente para afirmar completude sem repetir a consulta com paginacao real."
paginacao_itens;00394452000103-1-007490/2025;completude_nao_comprovada;"3 itens armazenados via chamada unica sem paginacao (bug v1); pode estar completo (lista curta) ou truncado. Nao ha evidencia suficiente para afirmar completude sem repetir a consulta com paginacao real."
paginacao_itens;00394452000103-1-007506/2025;completude_nao_comprovada;"1 itens armazenados via chamada unica sem paginacao (bug v1); pode estar completo (lista curta) ou truncado. Nao ha evidencia suficiente para afirmar completude sem repetir a consulta com paginacao real."
paginacao_itens;00394452000103-1-007590/2026;completude_nao_comprovada;"2 itens armazenados via chamada unica sem paginacao (bug v1); pode estar completo (lista curta) ou truncado. Nao ha evidencia suficiente para afirmar completude sem repetir a consulta com paginacao real."
paginacao_itens;00394452000103-1-007940/2026;completude_nao_comprovada;"3 itens armazenados via chamada unica sem paginacao (bug v1); pode estar completo (lista curta) ou truncado. Nao ha evidencia suficiente para afirmar completude sem repetir a consulta com paginacao real."
paginacao_itens;00394452000103-1-007941/2026;completude_nao_comprovada;"8 itens armazenados via chamada unica sem paginacao (bug v1); pode estar completo (lista curta) ou truncado. Nao ha evidencia suficiente para afirmar completude sem repetir a consulta com paginacao real."
paginacao_itens;00394452000103-1-007942/2026;completude_nao_comprovada;"7 itens armazenados via chamada unica sem paginacao (bug v1); pode estar completo (lista curta) ou truncado. Nao ha evidencia suficiente para afirmar completude sem repetir a consulta com paginacao real."
paginacao_itens;00394452000103-1-007943/2026;completude_nao_comprovada;"3 itens armazenados via chamada unica sem paginacao (bug v1); pode estar completo (lista curta) ou truncado. Nao ha evidencia suficiente para afirmar completude sem repetir a consulta com paginacao real."
paginacao_itens;00394452000103-1-008125/2025;completude_nao_comprovada;"1 itens armazenados via chamada unica sem paginacao (bug v1); pode estar completo (lista curta) ou truncado. Nao ha evidencia suficiente para afirmar completude sem repetir a consulta com paginacao real."
paginacao_itens;00394452000103-1-008234/2026;completude_nao_comprovada;"6 itens armazenados via chamada unica sem paginacao (bug v1); pode estar completo (lista curta) ou truncado. Nao ha evidencia suficiente para afirmar completude sem repetir a consulta com paginacao real."
paginacao_itens;00394452000103-1-008235/2026;completude_nao_comprovada_alta_prioridade;"exatamente 10 itens armazenados; tamanho tipico de 1a pagina do endpoint. Bug v1: coletor fez 1 chamada sem parametros pagina/tamanhoPagina e assumiu completude. Requer nova consulta paginada real (pagina=1,2,3,... ate esgotar) para confirmar total."
paginacao_itens;00394452000103-1-008351/2025;completude_nao_comprovada_alta_prioridade;"exatamente 10 itens armazenados; tamanho tipico de 1a pagina do endpoint. Bug v1: coletor fez 1 chamada sem parametros pagina/tamanhoPagina e assumiu completude. Requer nova consulta paginada real (pagina=1,2,3,... ate esgotar) para confirmar total."
paginacao_itens;00394452000103-1-008393/2025;completude_nao_comprovada;"3 itens armazenados via chamada unica sem paginacao (bug v1); pode estar completo (lista curta) ou truncado. Nao ha evidencia suficiente para afirmar completude sem repetir a consulta com paginacao real."
paginacao_itens;00394452000103-1-008470/2026;completude_nao_comprovada_alta_prioridade;"exatamente 10 itens armazenados; tamanho tipico de 1a pagina do endpoint. Bug v1: coletor fez 1 chamada sem parametros pagina/tamanhoPagina e assumiu completude. Requer nova consulta paginada real (pagina=1,2,3,... ate esgotar) para confirmar total."
paginacao_itens;00394452000103-1-008509/2025;completude_nao_comprovada;"3 itens armazenados via chamada unica sem paginacao (bug v1); pode estar completo (lista curta) ou truncado. Nao ha evidencia suficiente para afirmar completude sem repetir a consulta com paginacao real."
paginacao_itens;00394452000103-1-008625/2025;completude_nao_comprovada_alta_prioridade;"exatamente 10 itens armazenados; tamanho tipico de 1a pagina do endpoint. Bug v1: coletor fez 1 chamada sem parametros pagina/tamanhoPagina e assumiu completude. Requer nova consulta paginada real (pagina=1,2,3,... ate esgotar) para confirmar total."
paginacao_itens;00394452000103-1-008680/2026;completude_nao_comprovada;"2 itens armazenados via chamada unica sem paginacao (bug v1); pode estar completo (lista curta) ou truncado. Nao ha evidencia suficiente para afirmar completude sem repetir a consulta com paginacao real."
paginacao_itens;00394452000103-1-008971/2025;completude_nao_comprovada;"4 itens armazenados via chamada unica sem paginacao (bug v1); pode estar completo (lista curta) ou truncado. Nao ha evidencia suficiente para afirmar completude sem repetir a consulta com paginacao real."
paginacao_itens;00394452000103-1-008972/2025;completude_nao_comprovada;"4 itens armazenados via chamada unica sem paginacao (bug v1); pode estar completo (lista curta) ou truncado. Nao ha evidencia suficiente para afirmar completude sem repetir a consulta com paginacao real."
paginacao_itens;00394452000103-1-009212/2026;completude_nao_comprovada;"1 itens armazenados via chamada unica sem paginacao (bug v1); pode estar completo (lista curta) ou truncado. Nao ha evidencia suficiente para afirmar completude sem repetir a consulta com paginacao real."
paginacao_itens;00394452000103-1-009217/2025;completude_nao_comprovada;"1 itens armazenados via chamada unica sem paginacao (bug v1); pode estar completo (lista curta) ou truncado. Nao ha evidencia suficiente para afirmar completude sem repetir a consulta com paginacao real."
paginacao_itens;00394452000103-1-009224/2025;completude_nao_comprovada;"1 itens armazenados via chamada unica sem paginacao (bug v1); pode estar completo (lista curta) ou truncado. Nao ha evidencia suficiente para afirmar completude sem repetir a consulta com paginacao real."
paginacao_itens;00394452000103-1-009235/2026;completude_nao_comprovada;"2 itens armazenados via chamada unica sem paginacao (bug v1); pode estar completo (lista curta) ou truncado. Nao ha evidencia suficiente para afirmar completude sem repetir a consulta com paginacao real."
paginacao_itens;00394452000103-1-009238/2026;completude_nao_comprovada;"9 itens armazenados via chamada unica sem paginacao (bug v1); pode estar completo (lista curta) ou truncado. Nao ha evidencia suficiente para afirmar completude sem repetir a consulta com paginacao real."
paginacao_itens;00394452000103-1-009278/2025;completude_nao_comprovada_alta_prioridade;"exatamente 10 itens armazenados; tamanho tipico de 1a pagina do endpoint. Bug v1: coletor fez 1 chamada sem parametros pagina/tamanhoPagina e assumiu completude. Requer nova consulta paginada real (pagina=1,2,3,... ate esgotar) para confirmar total."
paginacao_itens;00394452000103-1-009362/2025;completude_nao_comprovada_alta_prioridade;"exatamente 10 itens armazenados; tamanho tipico de 1a pagina do endpoint. Bug v1: coletor fez 1 chamada sem parametros pagina/tamanhoPagina e assumiu completude. Requer nova consulta paginada real (pagina=1,2,3,... ate esgotar) para confirmar total."
paginacao_itens;00394452000103-1-009363/2026;completude_nao_comprovada;"5 itens armazenados via chamada unica sem paginacao (bug v1); pode estar completo (lista curta) ou truncado. Nao ha evidencia suficiente para afirmar completude sem repetir a consulta com paginacao real."
paginacao_itens;00394452000103-1-009364/2026;completude_nao_comprovada;"1 itens armazenados via chamada unica sem paginacao (bug v1); pode estar completo (lista curta) ou truncado. Nao ha evidencia suficiente para afirmar completude sem repetir a consulta com paginacao real."
paginacao_itens;00394452000103-1-009412/2026;completude_nao_comprovada_alta_prioridade;"exatamente 10 itens armazenados; tamanho tipico de 1a pagina do endpoint. Bug v1: coletor fez 1 chamada sem parametros pagina/tamanhoPagina e assumiu completude. Requer nova consulta paginada real (pagina=1,2,3,... ate esgotar) para confirmar total."
paginacao_itens;00394452000103-1-009562/2025;completude_nao_comprovada;"5 itens armazenados via chamada unica sem paginacao (bug v1); pode estar completo (lista curta) ou truncado. Nao ha evidencia suficiente para afirmar completude sem repetir a consulta com paginacao real."
paginacao_itens;00394452000103-1-009573/2026;completude_nao_comprovada;"8 itens armazenados via chamada unica sem paginacao (bug v1); pode estar completo (lista curta) ou truncado. Nao ha evidencia suficiente para afirmar completude sem repetir a consulta com paginacao real."
paginacao_itens;00394452000103-1-009898/2025;completude_nao_comprovada;"1 itens armazenados via chamada unica sem paginacao (bug v1); pode estar completo (lista curta) ou truncado. Nao ha evidencia suficiente para afirmar completude sem repetir a consulta com paginacao real."
paginacao_itens;00394452000103-1-009904/2025;completude_nao_comprovada;"1 itens armazenados via chamada unica sem paginacao (bug v1); pode estar completo (lista curta) ou truncado. Nao ha evidencia suficiente para afirmar completude sem repetir a consulta com paginacao real."
paginacao_itens;00394452000103-1-010162/2025;completude_nao_comprovada_alta_prioridade;"exatamente 10 itens armazenados; tamanho tipico de 1a pagina do endpoint. Bug v1: coletor fez 1 chamada sem parametros pagina/tamanhoPagina e assumiu completude. Requer nova consulta paginada real (pagina=1,2,3,... ate esgotar) para confirmar total."
paginacao_itens;00394452000103-1-010215/2026;completude_nao_comprovada;"7 itens armazenados via chamada unica sem paginacao (bug v1); pode estar completo (lista curta) ou truncado. Nao ha evidencia suficiente para afirmar completude sem repetir a consulta com paginacao real."
paginacao_itens;00394452000103-1-010334/2026;completude_nao_comprovada_alta_prioridade;"exatamente 10 itens armazenados; tamanho tipico de 1a pagina do endpoint. Bug v1: coletor fez 1 chamada sem parametros pagina/tamanhoPagina e assumiu completude. Requer nova consulta paginada real (pagina=1,2,3,... ate esgotar) para confirmar total."
paginacao_itens;00394452000103-1-010436/2025;completude_nao_comprovada_alta_prioridade;"exatamente 10 itens armazenados; tamanho tipico de 1a pagina do endpoint. Bug v1: coletor fez 1 chamada sem parametros pagina/tamanhoPagina e assumiu completude. Requer nova consulta paginada real (pagina=1,2,3,... ate esgotar) para confirmar total."
paginacao_itens;00394452000103-1-010544/2025;completude_nao_comprovada_alta_prioridade;"exatamente 10 itens armazenados; tamanho tipico de 1a pagina do endpoint. Bug v1: coletor fez 1 chamada sem parametros pagina/tamanhoPagina e assumiu completude. Requer nova consulta paginada real (pagina=1,2,3,... ate esgotar) para confirmar total."
paginacao_itens;00394452000103-1-010594/2025;completude_nao_comprovada_alta_prioridade;"exatamente 10 itens armazenados; tamanho tipico de 1a pagina do endpoint. Bug v1: coletor fez 1 chamada sem parametros pagina/tamanhoPagina e assumiu completude. Requer nova consulta paginada real (pagina=1,2,3,... ate esgotar) para confirmar total."
paginacao_itens;00394452000103-1-010723/2025;completude_nao_comprovada;"8 itens armazenados via chamada unica sem paginacao (bug v1); pode estar completo (lista curta) ou truncado. Nao ha evidencia suficiente para afirmar completude sem repetir a consulta com paginacao real."
paginacao_itens;00394452000103-1-010738/2025;completude_nao_comprovada;"1 itens armazenados via chamada unica sem paginacao (bug v1); pode estar completo (lista curta) ou truncado. Nao ha evidencia suficiente para afirmar completude sem repetir a consulta com paginacao real."
paginacao_itens;00394452000103-1-010958/2025;completude_nao_comprovada;"8 itens armazenados via chamada unica sem paginacao (bug v1); pode estar completo (lista curta) ou truncado. Nao ha evidencia suficiente para afirmar completude sem repetir a consulta com paginacao real."
paginacao_itens;00394452000103-1-011165/2026;completude_nao_comprovada_alta_prioridade;"exatamente 10 itens armazenados; tamanho tipico de 1a pagina do endpoint. Bug v1: coletor fez 1 chamada sem parametros pagina/tamanhoPagina e assumiu completude. Requer nova consulta paginada real (pagina=1,2,3,... ate esgotar) para confirmar total."
paginacao_itens;00394452000103-1-011932/2026;completude_nao_comprovada;"1 itens armazenados via chamada unica sem paginacao (bug v1); pode estar completo (lista curta) ou truncado. Nao ha evidencia suficiente para afirmar completude sem repetir a consulta com paginacao real."
paginacao_itens;00394452000103-1-012072/2025;completude_nao_comprovada;"3 itens armazenados via chamada unica sem paginacao (bug v1); pode estar completo (lista curta) ou truncado. Nao ha evidencia suficiente para afirmar completude sem repetir a consulta com paginacao real."
paginacao_itens;00394452000103-1-012079/2025;completude_nao_comprovada;"2 itens armazenados via chamada unica sem paginacao (bug v1); pode estar completo (lista curta) ou truncado. Nao ha evidencia suficiente para afirmar completude sem repetir a consulta com paginacao real."
paginacao_itens;00394452000103-1-012107/2025;completude_nao_comprovada;"5 itens armazenados via chamada unica sem paginacao (bug v1); pode estar completo (lista curta) ou truncado. Nao ha evidencia suficiente para afirmar completude sem repetir a consulta com paginacao real."
paginacao_itens;00394452000103-1-012119/2025;completude_nao_comprovada_alta_prioridade;"exatamente 10 itens armazenados; tamanho tipico de 1a pagina do endpoint. Bug v1: coletor fez 1 chamada sem parametros pagina/tamanhoPagina e assumiu completude. Requer nova consulta paginada real (pagina=1,2,3,... ate esgotar) para confirmar total."
paginacao_itens;00394452000103-1-012141/2026;completude_nao_comprovada;"1 itens armazenados via chamada unica sem paginacao (bug v1); pode estar completo (lista curta) ou truncado. Nao ha evidencia suficiente para afirmar completude sem repetir a consulta com paginacao real."
paginacao_itens;00394452000103-1-012471/2025;completude_nao_comprovada;"2 itens armazenados via chamada unica sem paginacao (bug v1); pode estar completo (lista curta) ou truncado. Nao ha evidencia suficiente para afirmar completude sem repetir a consulta com paginacao real."
paginacao_itens;00394452000103-1-012603/2026;completude_nao_comprovada;"1 itens armazenados via chamada unica sem paginacao (bug v1); pode estar completo (lista curta) ou truncado. Nao ha evidencia suficiente para afirmar completude sem repetir a consulta com paginacao real."
paginacao_itens;00394452000103-1-012638/2026;completude_nao_comprovada_alta_prioridade;"exatamente 10 itens armazenados; tamanho tipico de 1a pagina do endpoint. Bug v1: coletor fez 1 chamada sem parametros pagina/tamanhoPagina e assumiu completude. Requer nova consulta paginada real (pagina=1,2,3,... ate esgotar) para confirmar total."
paginacao_itens;00394452000103-1-012758/2026;completude_nao_comprovada;"1 itens armazenados via chamada unica sem paginacao (bug v1); pode estar completo (lista curta) ou truncado. Nao ha evidencia suficiente para afirmar completude sem repetir a consulta com paginacao real."
paginacao_itens;00394452000103-1-012814/2026;completude_nao_comprovada;"5 itens armazenados via chamada unica sem paginacao (bug v1); pode estar completo (lista curta) ou truncado. Nao ha evidencia suficiente para afirmar completude sem repetir a consulta com paginacao real."
paginacao_itens;00394452000103-1-012983/2026;completude_nao_comprovada;"7 itens armazenados via chamada unica sem paginacao (bug v1); pode estar completo (lista curta) ou truncado. Nao ha evidencia suficiente para afirmar completude sem repetir a consulta com paginacao real."
paginacao_itens;00394452000103-1-013165/2025;completude_nao_comprovada;"4 itens armazenados via chamada unica sem paginacao (bug v1); pode estar completo (lista curta) ou truncado. Nao ha evidencia suficiente para afirmar completude sem repetir a consulta com paginacao real."
paginacao_itens;00394452000103-1-013456/2026;completude_nao_comprovada;"2 itens armazenados via chamada unica sem paginacao (bug v1); pode estar completo (lista curta) ou truncado. Nao ha evidencia suficiente para afirmar completude sem repetir a consulta com paginacao real."
paginacao_itens;00394452000103-1-013536/2025;completude_nao_comprovada_alta_prioridade;"exatamente 10 itens armazenados; tamanho tipico de 1a pagina do endpoint. Bug v1: coletor fez 1 chamada sem parametros pagina/tamanhoPagina e assumiu completude. Requer nova consulta paginada real (pagina=1,2,3,... ate esgotar) para confirmar total."
paginacao_itens;00394452000103-1-013700/2025;completude_nao_comprovada;"5 itens armazenados via chamada unica sem paginacao (bug v1); pode estar completo (lista curta) ou truncado. Nao ha evidencia suficiente para afirmar completude sem repetir a consulta com paginacao real."
paginacao_itens;00394452000103-1-014243/2025;completude_nao_comprovada;"4 itens armazenados via chamada unica sem paginacao (bug v1); pode estar completo (lista curta) ou truncado. Nao ha evidencia suficiente para afirmar completude sem repetir a consulta com paginacao real."
paginacao_itens;00394452000103-1-014383/2026;completude_nao_comprovada_alta_prioridade;"exatamente 10 itens armazenados; tamanho tipico de 1a pagina do endpoint. Bug v1: coletor fez 1 chamada sem parametros pagina/tamanhoPagina e assumiu completude. Requer nova consulta paginada real (pagina=1,2,3,... ate esgotar) para confirmar total."
paginacao_itens;00394452000103-1-014385/2026;completude_nao_comprovada;"4 itens armazenados via chamada unica sem paginacao (bug v1); pode estar completo (lista curta) ou truncado. Nao ha evidencia suficiente para afirmar completude sem repetir a consulta com paginacao real."
paginacao_itens;00394452000103-1-014514/2025;completude_nao_comprovada;"1 itens armazenados via chamada unica sem paginacao (bug v1); pode estar completo (lista curta) ou truncado. Nao ha evidencia suficiente para afirmar completude sem repetir a consulta com paginacao real."
paginacao_itens;00394452000103-1-014614/2026;completude_nao_comprovada_alta_prioridade;"exatamente 10 itens armazenados; tamanho tipico de 1a pagina do endpoint. Bug v1: coletor fez 1 chamada sem parametros pagina/tamanhoPagina e assumiu completude. Requer nova consulta paginada real (pagina=1,2,3,... ate esgotar) para confirmar total."
paginacao_itens;00394452000103-1-014739/2025;completude_nao_comprovada;"8 itens armazenados via chamada unica sem paginacao (bug v1); pode estar completo (lista curta) ou truncado. Nao ha evidencia suficiente para afirmar completude sem repetir a consulta com paginacao real."
paginacao_itens;00394452000103-1-014863/2026;completude_nao_comprovada;"1 itens armazenados via chamada unica sem paginacao (bug v1); pode estar completo (lista curta) ou truncado. Nao ha evidencia suficiente para afirmar completude sem repetir a consulta com paginacao real."
paginacao_itens;00394452000103-1-015142/2025;completude_nao_comprovada;"6 itens armazenados via chamada unica sem paginacao (bug v1); pode estar completo (lista curta) ou truncado. Nao ha evidencia suficiente para afirmar completude sem repetir a consulta com paginacao real."
paginacao_itens;00394452000103-1-015343/2026;completude_nao_comprovada;"4 itens armazenados via chamada unica sem paginacao (bug v1); pode estar completo (lista curta) ou truncado. Nao ha evidencia suficiente para afirmar completude sem repetir a consulta com paginacao real."
